salt lake city,18999,7,4,2,2,3,0,65000,0,1,2,-1,7,0,44
salt lake city,39999,9,4,18,2,4,0,29000,0,1,2,-1,7,4,44
salt lake city,21999,6,4,6,2,3,0,76000,0,1,2,-1,3,1,44
salt lake city,24999,4,4,3,2,3,0,56000,0,1,2,-1,3,1,44
salt lake city,21999,5,4,2,2,1,0,56000,0,1,0,-1,3,4,44
salt lake city,14999,15,4,5,2,4,0,43000,0,1,2,-1,8,1,44
salt lake city,25999,6,4,13,2,3,0,49000,0,1,0,-1,2,1,44
st george,39900,5,4,13,2,4,0,,0,1,0,-1,2,4,44
st george,22495,4,4,8,-1,1,0,54489,0,1,-1,-1,2,1,44
st george,23900,7,4,13,2,4,0,,0,0,0,-1,2,5,44
st george,42999,19,4,20,-1,-1,0,53393,0,0,-1,-1,-1,-1,44
st george,26795,4,4,12,-1,3,0,83459,0,1,-1,-1,2,7,44
st george,8495,23,4,14,-1,1,0,79420,0,0,2,-1,8,0,44
st george,9795,11,4,0,-1,3,0,71843,0,1,2,-1,9,1,44
st george,21795,4,4,2,-1,1,0,41859,0,1,2,-1,3,1,44
st george,42999,19,4,20,-1,-1,0,53000,0,0,-1,-1,-1,-1,44
st george,19900,6,4,5,2,4,0,,0,1,2,0,3,1,44
st george,27900,6,4,13,2,3,0,,0,1,0,-1,2,0,44
st george,22495,4,4,8,-1,1,0,54489,0,1,-1,-1,2,1,44
st george,6495,12,4,2,-1,3,0,127599,0,1,2,-1,3,2,44
st george,16795,6,4,2,-1,1,0,71543,0,1,2,-1,3,4,44
st george,26795,4,4,12,-1,3,0,83459,0,1,-1,-1,2,7,44
st george,8495,23,4,14,-1,1,0,79420,0,0,2,-1,8,0,44
st george,9795,11,4,0,-1,3,0,71843,0,1,2,-1,9,1,44
st george,21795,4,4,2,-1,1,0,41859,0,1,2,-1,3,1,44
st george,5000,15,4,10,3,-1,0,,0,1,-1,-1,-1,-1,44
st george,7000,12,4,2,1,3,0,123500,0,1,2,1,3,7,44
st george,11900,9,4,2,2,3,0,,0,1,2,3,8,1,44
vermont,10500,6,4,2,-1,-1,0,142000,0,1,-1,-1,-1,-1,45
vermont,15988,7,4,8,-1,-1,0,69992,0,2,0,-1,-1,-1,45
vermont,8500,12,4,2,2,3,0,124227,0,0,0,-1,3,7,45
vermont,3999,13,4,2,3,3,0,179590,0,1,0,-1,-1,0,45
vermont,13500,7,4,2,2,1,0,68500,0,1,0,1,3,0,45
vermont,9500,9,4,2,2,-1,0,90000,0,1,-1,-1,3,0,45
vermont,10995,9,4,0,2,3,0,71000,0,1,2,-1,7,0,45
vermont,16995,6,4,2,-1,-1,0,86880,0,1,-1,0,3,5,45
vermont,17995,6,4,2,-1,-1,0,63210,0,1,-1,0,3,1,45
vermont,5899,13,4,2,3,3,0,147000,0,1,0,-1,-1,-1,45
vermont,19500,6,4,2,1,1,1,,0,1,0,1,3,5,45
vermont,7995,12,4,10,2,3,0,111162,0,1,-1,-1,-1,-1,45
vermont,4000,14,4,2,3,3,0,200000,0,0,0,-1,3,-1,45
vermont,21998,4,4,2,2,1,0,27549,0,1,0,2,3,5,45
vermont,13998,7,4,8,2,1,0,94770,0,1,0,2,2,2,45
vermont,21998,4,4,2,2,1,0,27549,0,1,0,2,3,5,45
vermont,6995,14,4,4,3,3,0,117000,0,1,0,2,5,5,45
vermont,3800,23,4,2,3,3,0,127000,4,1,2,0,3,2,45
vermont,7995,12,4,2,2,3,0,86000,0,1,0,-1,7,2,45
vermont,6995,13,4,2,3,3,0,115000,0,1,-1,-1,9,3,45
vermont,21998,4,4,2,2,1,0,27549,0,1,0,2,3,5,45
vermont,13998,7,4,8,2,1,0,94770,0,1,0,2,2,2,45
vermont,21998,4,4,2,2,1,0,27549,0,1,0,2,3,5,45
vermont,9499,9,4,2,2,3,0,93000,0,1,0,1,3,5,45
vermont,9500,10,4,26,2,3,0,77600,0,1,0,1,2,5,45
vermont,8500,10,4,2,-1,-1,1,,0,1,-1,-1,-1,-1,45
vermont,7998,14,4,15,3,3,0,139477,0,1,2,0,8,0,45
vermont,8498,15,4,2,3,1,0,93827,0,1,2,1,8,6,45
vermont,5998,13,4,2,3,3,0,163734,0,1,0,1,5,0,45
vermont,7998,12,4,10,3,3,0,118465,0,1,0,1,2,0,45
vermont,12500,8,4,12,-1,-1,1,130000,0,1,-1,-1,-1,-1,45
vermont,8500,12,4,12,2,3,0,,0,1,0,1,2,1,45
vermont,7995,12,4,10,2,3,0,111162,0,1,-1,-1,-1,-1,45
vermont,4000,14,4,2,3,3,0,200000,0,0,0,-1,1,-1,45
vermont,21998,4,4,2,2,1,0,27549,0,1,0,2,3,5,45
vermont,13998,7,4,8,2,1,0,94770,0,1,0,2,2,2,45
vermont,21998,4,4,2,2,1,0,27549,0,1,0,2,3,5,45
vermont,17999,7,4,0,-1,-1,0,,0,1,-1,-1,-1,-1,45
vermont,21658,11,4,18,3,4,0,96378,0,1,2,1,7,1,45
vermont,650,25,4,NOTVALID,4,-1,0,180000,0,1,-1,-1,-1,-1,45
vermont,20862,6,4,2,3,3,0,57554,0,1,0,-1,3,2,45
vermont,7998,14,4,15,3,3,0,139477,0,1,2,0,8,0,45
vermont,8498,15,4,2,3,1,0,93827,0,1,2,1,8,6,45
vermont,5998,13,4,2,3,3,0,163734,0,1,0,1,5,0,45
vermont,7998,12,4,10,3,3,0,118465,0,1,0,1,2,0,45
vermont,8250,10,4,2,2,3,0,97000,0,1,0,1,-1,4,45
vermont,21998,4,4,2,2,1,0,27549,0,1,0,2,3,5,45
